delivery_start,quarter_index,take_price_eur_mwh,feed_price_eur_mwh
2023-01-28 02:00:00+01:00,1,48.94,31.39
2023-01-28 02:00:00+01:00,2,40.21,26.32
2023-01-28 02:00:00+01:00,3,46.06,30.53
2023-01-28 03:00:00+01:00,0,35.4,24.69
2023-01-28 03:00:00+01:00,1,34.06,22.07
2023-01-28 03:00:00+01:00,2,37.85,25.33
2023-01-28 03:00:00+01:00,3,44.58,25.3
2023-01-28 04:00:00+01:00,0,37.16,18.93
2023-01-28 04:00:00+01:00,1,33.72,15.1
2023-01-28 04:00:00+01:00,2,45.86,29.34
2023-01-28 04:00:00+01:00,3,43.77,20.77
2023-01-28 05:00:00+01:00,0,37.7,25.93
2023-01-28 05:00:00+01:00,1,37.6,12.69
2023-01-28 05:00:00+01:00,2,38.26,18.45
2023-01-28 05:00:00+01:00,3,38.18,13.32
2023-01-28 06:00:00+01:00,0,48.48,24.88
2023-01-28 06:00:00+01:00,1,50.34,32.33
2023-01-28 06:00:00+01:00,2,39.24,23.98
2023-01-28 06:00:00+01:00,3,50.05,26.02
2023-01-28 07:00:00+01:00,0,54.52,42.55
2023-01-28 07:00:00+01:00,1,50.96,36.69
2023-01-28 07:00:00+01:00,2,59.51,37.67
2023-01-28 07:00:00+01:00,3,57.51,40.86
2023-01-28 08:00:00+01:00,0,59.73,41.37
2023-01-28 08:00:00+01:00,1,50.56,42.5
2023-01-28 08:00:00+01:00,2,59.53,43.13
2023-01-28 08:00:00+01:00,3,64.41,45.09
2023-01-28 09:00:00+01:00,0,65.66,36.34
2023-01-28 09:00:00+01:00,1,50.31,33.8
2023-01-28 09:00:00+01:00,2,56.21,45.57
2023-01-28 09:00:00+01:00,3,58.45,41.7
2023-01-28 10:00:00+01:00,0,45.5,34.03
2023-01-28 10:00:00+01:00,1,45.41,32.21
2023-01-28 10:00:00+01:00,2,42.23,27.46
2023-01-28 10:00:00+01:00,3,47.92,36.92
2023-01-28 11:00:00+01:00,0,52.52,34.93
2023-01-28 11:00:00+01:00,1,60.89,37.74
2023-01-28 11:00:00+01:00,2,57.6,31.16
2023-01-28 11:00:00+01:00,3,53.9,35.21
2023-01-28 12:00:00+01:00,0,60.23,43.07
2023-01-28 12:00:00+01:00,1,52.18,40.46
2023-01-28 12:00:00+01:00,2,60.88,44.46
2023-01-28 12:00:00+01:00,3,55.17,44.41
2023-01-28 13:00:00+01:00,0,45.37,27.39
2023-01-28 13:00:00+01:00,1,41.48,33.12
2023-01-28 13:00:00+01:00,2,45.62,25.35
2023-01-28 13:00:00+01:00,3,50.86,33.8
2023-01-28 14:00:00+01:00,0,59.08,32.1
2023-01-28 14:00:00+01:00,1,48.59,29.58
2023-01-28 14:00:00+01:00,2,57.7,39.52
2023-01-28 14:00:00+01:00,3,46.53,37.29
2023-01-28 15:00:00+01:00,0,60.5,36.7
2023-01-28 15:00:00+01:00,1,47.73,41.23
2023-01-28 15:00:00+01:00,2,53.08,42.0
2023-01-28 15:00:00+01:00,3,50.33,39.47
2023-01-28 16:00:00+01:00,0,59.38,43.38
2023-01-28 16:00:00+01:00,1,59.58,36.26
2023-01-28 16:00:00+01:00,2,54.85,39.91
2023-01-28 16:00:00+01:00,3,53.81,43.98
2023-01-28 17:00:00+01:00,0,55.98,41.91
2023-01-28 17:00:00+01:00,1,64.09,49.52
2023-01-28 17:00:00+01:00,2,61.93,45.91
2023-01-28 17:00:00+01:00,3,56.19,40.07
2023-01-28 18:00:00+01:00,0,59.43,48.47
2023-01-28 18:00:00+01:00,1,64.74,49.57
2023-01-28 18:00:00+01:00,2,65.42,43.11
2023-01-28 18:00:00+01:00,3,60.34,49.41
2023-01-28 19:00:00+01:00,0,57.93,48.19
2023-01-28 19:00:00+01:00,1,52.94,46.61
2023-01-28 19:00:00+01:00,2,56.65,38.84
2023-01-28 19:00:00+01:00,3,63.7,41.88
2023-01-28 20:00:00+01:00,0,56.57,44.62
2023-01-28 20:00:00+01:00,1,66.41,50.64
2023-01-28 20:00:00+01:00,2,65.97,46.05
2023-01-28 20:00:00+01:00,3,60.26,36.6
2023-01-28 21:00:00+01:00,0,49.94,39.38
2023-01-28 21:00:00+01:00,1,43.51,38.05
2023-01-28 21:00:00+01:00,2,49.77,26.78
2023-01-28 21:00:00+01:00,3,41.71,34.17
2023-01-28 22:00:00+01:00,0,40.64,33.02
2023-01-28 22:00:00+01:00,1,45.42,26.52
2023-01-28 22:00:00+01:00,2,46.13,33.84
2023-01-28 22:00:00+01:00,3,43.8,31.5
2023-01-28 23:00:00+01:00,0,40.37,28.04
2023-01-28 23:00:00+01:00,1,40.65,26.36
2023-01-28 23:00:00+01:00,2,52.81,31.82
2023-01-28 23:00:00+01:00,3,44.12,27.87
2023-01-29 00:00:00+01:00,0,41.6,24.5
2023-01-29 00:00:00+01:00,1,38.62,22.75
2023-01-29 00:00:00+01:00,2,34.63,23.96
2023-01-29 00:00:00+01:00,3,35.83,22.51
2023-01-29 01:00:00+01:00,0,30.18,20.55
2023-01-29 01:00:00+01:00,1,30.51,15.41
2023-01-29 01:00:00+01:00,2,32.25,21.94
2023-01-29 01:00:00+01:00,3,39.14,22.73
2023-01-29 02:00:00+01:00,0,34.29,17.49
2023-01-29 02:00:00+01:00,1,31.76,14.12
2023-01-29 02:00:00+01:00,2,37.66,16.59
2023-01-29 02:00:00+01:00,3,29.84,20.0
2023-01-29 03:00:00+01:00,0,35.08,17.01
2023-01-29 03:00:00+01:00,1,40.72,21.89
2023-01-29 03:00:00+01:00,2,38.47,23.87
2023-01-29 03:00:00+01:00,3,33.68,25.76
2023-01-29 04:00:00+01:00,0,31.76,24.29
2023-01-29 04:00:00+01:00,1,39.79,20.79
2023-01-29 04:00:00+01:00,2,38.52,27.4
2023-01-29 04:00:00+01:00,3,46.9,29.68
2023-01-29 05:00:00+01:00,0,29.77,18.85
2023-01-29 05:00:00+01:00,1,30.47,11.74
2023-01-29 05:00:00+01:00,2,27.17,15.58
2023-01-29 05:00:00+01:00,3,34.31,14.47
2023-01-29 06:00:00+01:00,0,43.35,23.23
2023-01-29 06:00:00+01:00,1,42.79,26.12
2023-01-29 06:00:00+01:00,2,41.22,19.79
2023-01-29 06:00:00+01:00,3,45.8,22.1
2023-01-29 07:00:00+01:00,0,46.68,36.78
2023-01-29 07:00:00+01:00,1,52.04,36.25
2023-01-29 07:00:00+01:00,2,52.04,41.75
2023-01-29 07:00:00+01:00,3,54.0,37.27
2023-01-29 08:00:00+01:00,0,50.09,34.54
2023-01-29 08:00:00+01:00,1,58.16,35.31
2023-01-29 08:00:00+01:00,2,53.31,34.95
2023-01-29 08:00:00+01:00,3,50.87,42.81
2023-01-29 09:00:00+01:00,0,57.95,37.67
2023-01-29 09:00:00+01:00,1,60.03,38.47
2023-01-29 09:00:00+01:00,2,52.9,48.35
2023-01-29 09:00:00+01:00,3,60.19,36.22
2023-01-29 10:00:00+01:00,0,59.21,40.92
2023-01-29 10:00:00+01:00,1,55.83,35.44
2023-01-29 10:00:00+01:00,2,53.01,42.62
2023-01-29 10:00:00+01:00,3,63.1,45.17
2023-01-29 11:00:00+01:00,0,50.92,28.79
2023-01-29 11:00:00+01:00,1,56.37,37.2
2023-01-29 11:00:00+01:00,2,44.26,32.5
2023-01-29 11:00:00+01:00,3,55.14,34.78
2023-01-29 12:00:00+01:00,0,51.9,34.71
2023-01-29 12:00:00+01:00,1,53.81,28.57
2023-01-29 12:00:00+01:00,2,51.32,30.28
2023-01-29 12:00:00+01:00,3,49.38,35.36
2023-01-29 13:00:00+01:00,0,61.46,37.03
2023-01-29 13:00:00+01:00,1,51.53,30.04
2023-01-29 13:00:00+01:00,2,46.11,31.62
2023-01-29 13:00:00+01:00,3,53.53,31.99
2023-01-29 14:00:00+01:00,0,63.3,39.54
2023-01-29 14:00:00+01:00,1,62.05,36.55
2023-01-29 14:00:00+01:00,2,55.05,37.32
2023-01-29 14:00:00+01:00,3,54.55,32.51
2023-01-29 15:00:00+01:00,0,48.89,28.18
2023-01-29 15:00:00+01:00,1,51.1,33.94
2023-01-29 15:00:00+01:00,2,50.37,29.41
2023-01-29 15:00:00+01:00,3,47.87,28.81
2023-01-29 16:00:00+01:00,0,60.58,36.55
2023-01-29 16:00:00+01:00,1,53.49,42.7
2023-01-29 16:00:00+01:00,2,59.92,40.12
2023-01-29 16:00:00+01:00,3,58.99,33.94
2023-01-29 17:00:00+01:00,0,73.9,52.42
2023-01-29 17:00:00+01:00,1,62.58,50.28
2023-01-29 17:00:00+01:00,2,72.17,50.35
2023-01-29 17:00:00+01:00,3,73.98,47.37
2023-01-29 18:00:00+01:00,0,64.59,46.48
2023-01-29 18:00:00+01:00,1,56.87,46.72
2023-01-29 18:00:00+01:00,2,58.27,45.32
2023-01-29 18:00:00+01:00,3,62.36,41.78
2023-01-29 19:00:00+01:00,0,61.09,40.17
2023-01-29 19:00:00+01:00,1,51.71,38.25
2023-01-29 19:00:00+01:00,2,56.45,46.21
2023-01-29 19:00:00+01:00,3,63.43,49.02
2023-01-29 20:00:00+01:00,0,63.86,49.07
2023-01-29 20:00:00+01:00,1,65.34,50.0
2023-01-29 20:00:00+01:00,2,55.15,46.0
2023-01-29 20:00:00+01:00,3,65.31,44.29
2023-01-29 21:00:00+01:00,0,44.97,31.83
2023-01-29 21:00:00+01:00,1,48.21,26.15
2023-01-29 21:00:00+01:00,2,42.72,32.7
2023-01-29 21:00:00+01:00,3,45.82,26.9
2023-01-29 22:00:00+01:00,0,54.14,42.03
2023-01-29 22:00:00+01:00,1,50.2,31.25
2023-01-29 22:00:00+01:00,2,55.91,30.8
2023-01-29 22:00:00+01:00,3,47.83,36.02
2023-01-29 23:00:00+01:00,0,35.82,16.41
2023-01-29 23:00:00+01:00,1,39.28,26.98
2023-01-29 23:00:00+01:00,2,42.39,18.91
2023-01-29 23:00:00+01:00,3,40.58,24.87
2023-01-30 00:00:00+01:00,0,50.73,33.28
2023-01-30 00:00:00+01:00,1,55.12,40.39
2023-01-30 00:00:00+01:00,2,50.79,35.28
2023-01-30 00:00:00+01:00,3,45.91,24.81
2023-01-30 01:00:00+01:00,0,39.1,22.65
2023-01-30 01:00:00+01:00,1,39.05,19.17
2023-01-30 01:00:00+01:00,2,38.76,26.72
2023-01-30 01:00:00+01:00,3,36.31,21.27
2023-01-30 02:00:00+01:00,0,33.49,12.73
2023-01-30 02:00:00+01:00,1,31.04,17.86
2023-01-30 02:00:00+01:00,2,29.76,15.57
2023-01-30 02:00:00+01:00,3,30.28,17.49
2023-01-30 03:00:00+01:00,0,45.46,20.47
2023-01-30 03:00:00+01:00,1,46.02,25.64
2023-01-30 03:00:00+01:00,2,32.37,25.16
2023-01-30 03:00:00+01:00,3,34.1,25.41
2023-01-30 04:00:00+01:00,0,44.49,17.03
2023-01-30 04:00:00+01:00,1,33.97,17.1
2023-01-30 04:00:00+01:00,2,45.1,18.05
2023-01-30 04:00:00+01:00,3,41.67,22.26
2023-01-30 05:00:00+01:00,0,51.49,33.68
2023-01-30 05:00:00+01:00,1,44.0,29.82
2023-01-30 05:00:00+01:00,2,44.8,37.77
2023-01-30 05:00:00+01:00,3,52.73,26.08
2023-01-30 06:00:00+01:00,0,57.27,36.19
2023-01-30 06:00:00+01:00,1,45.97,26.07
2023-01-30 06:00:00+01:00,2,53.95,38.99
2023-01-30 06:00:00+01:00,3,43.24,28.81
2023-01-30 07:00:00+01:00,0,63.56,41.39
2023-01-30 07:00:00+01:00,1,68.72,42.05
2023-01-30 07:00:00+01:00,2,65.99,45.65
2023-01-30 07:00:00+01:00,3,59.44,47.05
2023-01-30 08:00:00+01:00,0,75.73,56.74
2023-01-30 08:00:00+01:00,1,73.5,54.78
2023-01-30 08:00:00+01:00,2,73.33,56.53
2023-01-30 08:00:00+01:00,3,68.05,48.21
2023-01-30 09:00:00+01:00,0,63.67,42.64
2023-01-30 09:00:00+01:00,1,61.45,52.13
2023-01-30 09:00:00+01:00,2,69.5,48.35
2023-01-30 09:00:00+01:00,3,66.24,50.21
2023-01-30 10:00:00+01:00,0,57.84,47.5
2023-01-30 10:00:00+01:00,1,57.37,49.92
2023-01-30 10:00:00+01:00,2,60.42,47.13
2023-01-30 10:00:00+01:00,3,56.85,49.35
2023-01-30 11:00:00+01:00,0,55.38,39.76
2023-01-30 11:00:00+01:00,1,61.22,39.81
2023-01-30 11:00:00+01:00,2,69.32,49.38
2023-01-30 11:00:00+01:00,3,63.42,45.32
2023-01-30 12:00:00+01:00,0,61.1,42.53
2023-01-30 12:00:00+01:00,1,66.95,45.76
2023-01-30 12:00:00+01:00,2,62.35,40.09
2023-01-30 12:00:00+01:00,3,66.29,46.05
2023-01-30 13:00:00+01:00,0,60.7,52.37
2023-01-30 13:00:00+01:00,1,68.48,48.72
2023-01-30 13:00:00+01:00,2,68.11,41.55
2023-01-30 13:00:00+01:00,3,63.58,44.37
2023-01-30 14:00:00+01:00,0,57.9,40.36
2023-01-30 14:00:00+01:00,1,50.6,34.18
2023-01-30 14:00:00+01:00,2,52.16,39.6
2023-01-30 14:00:00+01:00,3,46.8,39.56
2023-01-30 15:00:00+01:00,0,63.77,42.17
2023-01-30 15:00:00+01:00,1,67.33,48.39
2023-01-30 15:00:00+01:00,2,62.24,43.49
2023-01-30 15:00:00+01:00,3,65.18,38.77
2023-01-30 16:00:00+01:00,0,67.31,51.2
2023-01-30 16:00:00+01:00,1,63.44,53.78
2023-01-30 16:00:00+01:00,2,67.35,54.34
2023-01-30 16:00:00+01:00,3,59.85,51.1
2023-01-30 17:00:00+01:00,0,60.03,47.48
2023-01-30 17:00:00+01:00,1,73.86,52.86
2023-01-30 17:00:00+01:00,2,72.52,46.55
2023-01-30 17:00:00+01:00,3,67.07,50.88
2023-01-30 18:00:00+01:00,0,73.32,51.06
2023-01-30 18:00:00+01:00,1,73.6,50.13
2023-01-30 18:00:00+01:00,2,66.33,56.41
2023-01-30 18:00:00+01:00,3,72.43,51.09
2023-01-30 19:00:00+01:00,0,76.05,57.68
2023-01-30 19:00:00+01:00,1,78.27,59.89
2023-01-30 19:00:00+01:00,2,69.46,55.14
2023-01-30 19:00:00+01:00,3,69.28,49.24
2023-01-30 20:00:00+01:00,0,73.33,56.28
2023-01-30 20:00:00+01:00,1,60.27,50.51
2023-01-30 20:00:00+01:00,2,74.75,58.44
2023-01-30 20:00:00+01:00,3,72.74,56.29
2023-01-30 21:00:00+01:00,0,72.34,47.39
2023-01-30 21:00:00+01:00,1,74.35,59.11
2023-01-30 21:00:00+01:00,2,62.35,48.45
2023-01-30 21:00:00+01:00,3,65.89,51.27
2023-01-30 22:00:00+01:00,0,56.22,33.32
2023-01-30 22:00:00+01:00,1,50.76,36.57
2023-01-30 22:00:00+01:00,2,56.02,29.21
2023-01-30 22:00:00+01:00,3,53.6,39.68
2023-01-30 23:00:00+01:00,0,45.29,28.37
2023-01-30 23:00:00+01:00,1,47.83,24.82
2023-01-30 23:00:00+01:00,2,41.61,26.03
2023-01-30 23:00:00+01:00,3,54.69,28.18
2023-01-31 00:00:00+01:00,0,50.02,31.15
2023-01-31 00:00:00+01:00,1,51.92,31.57
2023-01-31 00:00:00+01:00,2,52.91,35.82
2023-01-31 00:00:00+01:00,3,46.27,33.15
2023-01-31 01:00:00+01:00,0,46.32,31.84
2023-01-31 01:00:00+01:00,1,53.83,37.03
2023-01-31 01:00:00+01:00,2,44.94,32.53
2023-01-31 01:00:00+01:00,3,45.78,24.05
2023-01-31 02:00:00+01:00,0,39.54,25.36
2023-01-31 02:00:00+01:00,1,39.83,27.16
2023-01-31 02:00:00+01:00,2,39.62,19.9
2023-01-31 02:00:00+01:00,3,38.0,22.99
2023-01-31 03:00:00+01:00,0,36.02,13.62
2023-01-31 03:00:00+01:00,1,37.98,20.87
2023-01-31 03:00:00+01:00,2,33.9,17.84
2023-01-31 03:00:00+01:00,3,36.64,26.04
2023-01-31 04:00:00+01:00,0,35.57,22.03
2023-01-31 04:00:00+01:00,1,39.48,19.78
2023-01-31 04:00:00+01:00,2,38.8,18.29
2023-01-31 04:00:00+01:00,3,40.48,17.09
2023-01-31 05:00:00+01:00,0,48.55,23.87
2023-01-31 05:00:00+01:00,1,46.15,22.7
2023-01-31 05:00:00+01:00,2,50.41,32.27
2023-01-31 05:00:00+01:00,3,38.97,20.59
2023-01-31 06:00:00+01:00,0,54.22,34.73
2023-01-31 06:00:00+01:00,1,54.17,37.24
2023-01-31 06:00:00+01:00,2,46.68,36.82
2023-01-31 06:00:00+01:00,3,56.37,37.73
2023-01-31 07:00:00+01:00,0,61.51,47.58
2023-01-31 07:00:00+01:00,1,60.64,36.11
2023-01-31 07:00:00+01:00,2,63.67,36.75
2023-01-31 07:00:00+01:00,3,60.26,46.12
2023-01-31 08:00:00+01:00,0,63.82,51.56
2023-01-31 08:00:00+01:00,1,72.13,47.05
2023-01-31 08:00:00+01:00,2,70.11,51.0
2023-01-31 08:00:00+01:00,3,75.61,55.09
2023-01-31 09:00:00+01:00,0,70.49,56.09
2023-01-31 09:00:00+01:00,1,70.8,47.91
2023-01-31 09:00:00+01:00,2,71.05,53.13
2023-01-31 09:00:00+01:00,3,69.26,46.16
2023-01-31 10:00:00+01:00,0,60.76,48.67
2023-01-31 10:00:00+01:00,1,62.07,44.68
2023-01-31 10:00:00+01:00,2,67.54,39.03
2023-01-31 10:00:00+01:00,3,60.38,46.18
2023-01-31 11:00:00+01:00,0,59.44,36.91
2023-01-31 11:00:00+01:00,1,64.45,48.25
2023-01-31 11:00:00+01:00,2,54.88,46.4
2023-01-31 11:00:00+01:00,3,60.74,45.79
2023-01-31 12:00:00+01:00,0,64.91,47.73
2023-01-31 12:00:00+01:00,1,57.5,50.18
2023-01-31 12:00:00+01:00,2,61.16,52.31
2023-01-31 12:00:00+01:00,3,61.7,43.15
2023-01-31 13:00:00+01:00,0,63.19,43.23
2023-01-31 13:00:00+01:00,1,61.73,45.17
2023-01-31 13:00:00+01:00,2,54.21,41.4
2023-01-31 13:00:00+01:00,3,59.8,45.8
2023-01-31 14:00:00+01:00,0,65.11,45.98
2023-01-31 14:00:00+01:00,1,62.0,42.23
2023-01-31 14:00:00+01:00,2,66.63,45.66
2023-01-31 14:00:00+01:00,3,63.49,50.99
2023-01-31 15:00:00+01:00,0,68.2,51.1
2023-01-31 15:00:00+01:00,1,63.52,46.2
2023-01-31 15:00:00+01:00,2,60.91,43.37
2023-01-31 15:00:00+01:00,3,55.52,42.2
2023-01-31 16:00:00+01:00,0,75.52,54.42
2023-01-31 16:00:00+01:00,1,67.01,52.13
2023-01-31 16:00:00+01:00,2,69.34,50.27
2023-01-31 16:00:00+01:00,3,64.05,47.53
2023-01-31 17:00:00+01:00,0,69.35,55.58
2023-01-31 17:00:00+01:00,1,79.68,58.98
2023-01-31 17:00:00+01:00,2,77.4,54.22
2023-01-31 17:00:00+01:00,3,73.92,61.45
2023-01-31 18:00:00+01:00,0,72.52,50.31
2023-01-31 18:00:00+01:00,1,78.21,63.14
2023-01-31 18:00:00+01:00,2,66.43,49.81
2023-01-31 18:00:00+01:00,3,76.98,54.75
2023-01-31 19:00:00+01:00,0,74.86,50.58
2023-01-31 19:00:00+01:00,1,72.23,53.19
2023-01-31 19:00:00+01:00,2,68.38,59.15
2023-01-31 19:00:00+01:00,3,73.21,48.77
2023-01-31 20:00:00+01:00,0,63.81,40.05
2023-01-31 20:00:00+01:00,1,63.86,43.11
2023-01-31 20:00:00+01:00,2,58.42,48.08
2023-01-31 20:00:00+01:00,3,68.48,41.04
2023-01-31 21:00:00+01:00,0,51.05,38.62
2023-01-31 21:00:00+01:00,1,54.36,30.63
2023-01-31 21:00:00+01:00,2,57.73,36.0
2023-01-31 21:00:00+01:00,3,49.85,36.32
2023-01-31 22:00:00+01:00,0,55.3,43.66
2023-01-31 22:00:00+01:00,1,58.26,38.67
2023-01-31 22:00:00+01:00,2,61.48,44.26
2023-01-31 22:00:00+01:00,3,59.46,36.99
2023-01-31 23:00:00+01:00,0,47.83,26.71
2023-01-31 23:00:00+01:00,1,49.87,33.25
2023-01-31 23:00:00+01:00,2,51.7,40.96
2023-01-31 23:00:00+01:00,3,51.41,30.17
2023-02-01 00:00:00+01:00,0,34.26,27.03
2023-02-01 00:00:00+01:00,1,44.77,26.16
2023-02-01 00:00:00+01:00,2,36.93,27.91
2023-02-01 00:00:00+01:00,3,36.7,26.55
2023-02-01 01:00:00+01:00,0,41.97,25.24
2023-02-01 01:00:00+01:00,1,43.5,29.91
2023-02-01 01:00:00+01:00,2,47.06,29.52
2023-02-01 01:00:00+01:00,3,47.14,32.82
2023-02-01 02:00:00+01:00,0,47.35,24.55
2023-02-01 02:00:00+01:00,1,35.68,23.52
2023-02-01 02:00:00+01:00,2,38.73,19.81
2023-02-01 02:00:00+01:00,3,42.9,23.76
2023-02-01 03:00:00+01:00,0,36.48,21.53
2023-02-01 03:00:00+01:00,1,43.17,17.04
2023-02-01 03:00:00+01:00,2,29.26,21.97
2023-02-01 03:00:00+01:00,3,38.33,22.51
2023-02-01 04:00:00+01:00,0,46.08,27.93
2023-02-01 04:00:00+01:00,1,38.2,23.65
2023-02-01 04:00:00+01:00,2,38.51,18.7
2023-02-01 04:00:00+01:00,3,42.66,31.2
2023-02-01 05:00:00+01:00,0,44.01,34.55
2023-02-01 05:00:00+01:00,1,45.66,29.41
2023-02-01 05:00:00+01:00,2,47.3,29.9
2023-02-01 05:00:00+01:00,3,50.28,23.6
2023-02-01 06:00:00+01:00,0,48.53,31.11
2023-02-01 06:00:00+01:00,1,48.01,33.61
2023-02-01 06:00:00+01:00,2,46.54,30.41
2023-02-01 06:00:00+01:00,3,45.56,35.63
2023-02-01 07:00:00+01:00,0,59.94,37.41
2023-02-01 07:00:00+01:00,1,59.84,43.6
2023-02-01 07:00:00+01:00,2,60.99,41.77
2023-02-01 07:00:00+01:00,3,56.05,43.78
2023-02-01 08:00:00+01:00,0,72.21,55.26
2023-02-01 08:00:00+01:00,1,75.07,49.96
2023-02-01 08:00:00+01:00,2,73.41,58.92
2023-02-01 08:00:00+01:00,3,71.98,53.35
2023-02-01 09:00:00+01:00,0,63.77,53.08
2023-02-01 09:00:00+01:00,1,67.48,53.64
2023-02-01 09:00:00+01:00,2,65.95,46.5
2023-02-01 09:00:00+01:00,3,63.05,45.93
2023-02-01 10:00:00+01:00,0,61.28,39.44
2023-02-01 10:00:00+01:00,1,56.79,40.42
2023-02-01 10:00:00+01:00,2,63.59,42.91
2023-02-01 10:00:00+01:00,3,56.47,44.27
2023-02-01 11:00:00+01:00,0,68.32,50.24
2023-02-01 11:00:00+01:00,1,65.99,46.34
2023-02-01 11:00:00+01:00,2,60.04,51.48
2023-02-01 11:00:00+01:00,3,63.43,51.39
2023-02-01 12:00:00+01:00,0,63.07,40.02
2023-02-01 12:00:00+01:00,1,66.16,44.92
2023-02-01 12:00:00+01:00,2,70.1,51.01
2023-02-01 12:00:00+01:00,3,69.16,52.28
2023-02-01 13:00:00+01:00,0,58.23,35.78
2023-02-01 13:00:00+01:00,1,57.3,42.41
2023-02-01 13:00:00+01:00,2,63.13,40.67
2023-02-01 13:00:00+01:00,3,66.59,45.83
2023-02-01 14:00:00+01:00,0,53.68,35.96
2023-02-01 14:00:00+01:00,1,51.52,38.58
2023-02-01 14:00:00+01:00,2,62.3,47.04
2023-02-01 14:00:00+01:00,3,59.5,42.58
2023-02-01 15:00:00+01:00,0,61.66,44.82
2023-02-01 15:00:00+01:00,1,64.03,44.33
2023-02-01 15:00:00+01:00,2,68.18,52.49
2023-02-01 15:00:00+01:00,3,68.49,52.18
2023-02-01 16:00:00+01:00,0,68.22,54.28
2023-02-01 16:00:00+01:00,1,64.8,46.46
2023-02-01 16:00:00+01:00,2,67.82,45.02
2023-02-01 16:00:00+01:00,3,62.72,47.17
2023-02-01 17:00:00+01:00,0,68.64,56.1
2023-02-01 17:00:00+01:00,1,72.76,54.56
2023-02-01 17:00:00+01:00,2,77.16,61.67
2023-02-01 17:00:00+01:00,3,77.11,56.06
2023-02-01 18:00:00+01:00,0,76.52,56.21
2023-02-01 18:00:00+01:00,1,77.39,57.33
2023-02-01 18:00:00+01:00,2,67.66,50.87
2023-02-01 18:00:00+01:00,3,74.4,56.06
2023-02-01 19:00:00+01:00,0,70.45,58.25
2023-02-01 19:00:00+01:00,1,70.27,53.01
2023-02-01 19:00:00+01:00,2,67.8,59.85
2023-02-01 19:00:00+01:00,3,74.58,48.05
2023-02-01 20:00:00+01:00,0,70.94,48.61
2023-02-01 20:00:00+01:00,1,71.54,56.63
2023-02-01 20:00:00+01:00,2,73.48,55.74
2023-02-01 20:00:00+01:00,3,73.77,58.69
2023-02-01 21:00:00+01:00,0,54.67,38.78
2023-02-01 21:00:00+01:00,1,60.04,40.59
2023-02-01 21:00:00+01:00,2,56.68,39.33
2023-02-01 21:00:00+01:00,3,59.82,39.12
2023-02-01 22:00:00+01:00,0,51.21,40.53
2023-02-01 22:00:00+01:00,1,55.19,34.61
2023-02-01 22:00:00+01:00,2,58.26,36.98
2023-02-01 22:00:00+01:00,3,57.56,32.43
2023-02-01 23:00:00+01:00,0,52.27,39.55
2023-02-01 23:00:00+01:00,1,49.99,34.21
2023-02-01 23:00:00+01:00,2,54.8,37.37
2023-02-01 23:00:00+01:00,3,51.86,32.41
2023-02-02 00:00:00+01:00,0,44.01,22.45
2023-02-02 00:00:00+01:00,1,44.46,27.12
2023-02-02 00:00:00+01:00,2,41.83,29.79
2023-02-02 00:00:00+01:00,3,51.3,24.63
2023-02-02 01:00:00+01:00,0,43.09,16.99
2023-02-02 01:00:00+01:00,1,41.66,21.15
2023-02-02 01:00:00+01:00,2,38.33,20.27
2023-02-02 01:00:00+01:00,3,34.37,24.83
2023-02-02 02:00:00+01:00,0,30.3,24.27
2023-02-02 02:00:00+01:00,1,45.0,23.66
2023-02-02 02:00:00+01:00,2,39.14,15.16
2023-02-02 02:00:00+01:00,3,41.1,26.12
2023-02-02 03:00:00+01:00,0,31.45,25.83
2023-02-02 03:00:00+01:00,1,31.72,22.73
2023-02-02 03:00:00+01:00,2,38.81,19.48
2023-02-02 03:00:00+01:00,3,36.75,27.37
2023-02-02 04:00:00+01:00,0,37.36,24.5
2023-02-02 04:00:00+01:00,1,48.14,26.91
2023-02-02 04:00:00+01:00,2,39.48,22.49
2023-02-02 04:00:00+01:00,3,45.52,22.47
2023-02-02 05:00:00+01:00,0,57.02,30.31
2023-02-02 05:00:00+01:00,1,41.04,32.2
2023-02-02 05:00:00+01:00,2,47.73,23.89
2023-02-02 05:00:00+01:00,3,50.6,24.23
2023-02-02 06:00:00+01:00,0,55.26,36.59
2023-02-02 06:00:00+01:00,1,55.37,34.19
2023-02-02 06:00:00+01:00,2,50.1,33.77
2023-02-02 06:00:00+01:00,3,44.47,34.44
2023-02-02 07:00:00+01:00,0,69.33,46.39
2023-02-02 07:00:00+01:00,1,65.82,46.31
2023-02-02 07:00:00+01:00,2,59.38,42.31
2023-02-02 07:00:00+01:00,3,56.96,43.33
2023-02-02 08:00:00+01:00,0,66.51,45.62
2023-02-02 08:00:00+01:00,1,62.08,45.04
2023-02-02 08:00:00+01:00,2,67.73,54.29
2023-02-02 08:00:00+01:00,3,68.86,43.1
2023-02-02 09:00:00+01:00,0,58.38,45.4
2023-02-02 09:00:00+01:00,1,62.14,47.53
2023-02-02 09:00:00+01:00,2,61.98,47.79
2023-02-02 09:00:00+01:00,3,67.51,48.66
2023-02-02 10:00:00+01:00,0,64.83,53.33
2023-02-02 10:00:00+01:00,1,64.79,49.57
2023-02-02 10:00:00+01:00,2,61.52,54.01
2023-02-02 10:00:00+01:00,3,69.43,45.13
2023-02-02 11:00:00+01:00,0,67.35,43.92
2023-02-02 11:00:00+01:00,1,63.21,38.71
